identifier,molecular_weight,alogp,qed_drug_likeliness,contains_sugar,np_likeness,np_classifier_pathway,np_classifier_superclass,fp_row_index,UMAP1,UMAP2
CNP0317717.1,222.21,-1.18,0.59,False,-0.15,Amino acids and Peptides,Small peptides,205436,9.432694,5.526889
CNP0129645.2,424.59,3.33,0.55,False,1.18,Alkaloids,Pseudoalkaloids,205442,11.030092,6.633603
CNP0259161.3,466.57,3.14,0.65,False,3.2,Terpenoids,Steroids,205444,6.2296295,4.1536646
CNP0437454.0,348.4,4.48,0.67,False,-0.36,Alkaloids,Nicotinic acid alkaloids,205460,9.591056,9.063563
CNP0371178.1,367.4,3.01,0.58,False,-0.85,Shikimates and Phenylpropanoids,,205466,10.625213,7.16848
CNP0211716.3,444.48,4.25,0.7,False,2.21,Shikimates and Phenylpropanoids,Lignans,205474,7.304269,10.806153
CNP0124510.4,420.09,-3.48,0.19,False,0.91,Carbohydrates,Polyols,205475,8.416452,3.1814365
CNP0188585.3,361.53,3.63,0.56,False,1.93,Terpenoids,,205483,6.971225,4.4146357
CNP0066615.1,450.58,2.97,0.51,False,0.75,Terpenoids,Diterpenoids,205516,4.579851,2.2422855
CNP0323532.1,522.94,12.05,0.09,False,0.5,Fatty acids,Fatty acyls,205524,10.706994,2.696296
CNP0358666.2,227.3,1.29,0.79,False,0.43,Terpenoids,Monoterpenoids,205538,8.307981,3.5478544
CNP0180717.1,222.33,2.97,0.53,False,2.08,Terpenoids,Sesquiterpenoids,205573,6.472688,4.272509
CNP0207592.3,301.34,1.71,0.8,False,2.67,Alkaloids,Tyrosine alkaloids,205651,7.9853954,8.555659
CNP0108546.12,356.6,4.81,0.62,False,2.36,Alkaloids,Pseudoalkaloids,205664,7.001325,0.14394796
CNP0135601.1,384.51,0.7,0.4,False,3.08,Terpenoids,Steroids,205671,6.406853,1.3467478
CNP0262747.13,364.35,-3.46,0.27,True,3.12,Terpenoids,Monoterpenoids,205698,6.8505816,15.532942
CNP0202905.3,477.65,6.13,0.5,False,0.81,Alkaloids,Tyrosine alkaloids,205715,7.29901,11.312958
CNP0237778.1,391.49,1.49,0.57,False,-0.77,Unclassified,,205717,11.572363,5.3513694
CNP0115043.1,453.61,1.57,0.61,False,-1.51,Alkaloids,,205720,10.800765,9.371552
CNP0230303.7,444.61,5.76,0.43,False,2.65,Terpenoids,Diterpenoids,205728,4.0857134,3.7349935
CNP0032639.1,420.9,3.56,0.59,False,-1.36,Alkaloids,,205756,10.519694,5.8762364
CNP0072060.1,327.38,-1.6,0.48,False,-0.63,Alkaloids,,205765,10.644902,4.9029694
CNP0204056.2,248.28,1.46,0.88,False,-0.38,Alkaloids,Nicotinic acid alkaloids,205768,11.297578,6.364867
CNP0392244.1,426.69,6.96,0.36,False,3.32,Terpenoids,Triterpenoids,205785,6.045605,2.1153967
CNP0476721.1,403.48,4.43,0.51,False,-0.51,Shikimates and Phenylpropanoids,Coumarins,205800,10.116329,10.57288
CNP0453283.0,408.42,5.58,0.24,False,-0.09,Unclassified,,205852,10.1817045,7.7467093
CNP0125675.2,516.5,4.7,0.28,False,0.75,Shikimates and Phenylpropanoids,Isoflavonoids,205876,8.309832,11.067394
CNP0600815.0,205.31,1.97,0.75,False,-0.8,Alkaloids,,205887,9.682762,6.7647166
CNP0477935.2,239.31,2.12,0.55,False,0.9,Alkaloids,Peptide alkaloids,205901,9.940344,2.915509
CNP0601918.1,554.73,0.94,0.1,False,3.06,Terpenoids,Diterpenoids,205915,7.7960877,4.2300587
CNP0400383.2,220.36,4.32,0.35,False,2.69,Terpenoids,Monoterpenoids,205944,9.33433,2.3927226
CNP0283291.2,316.44,4.3,0.9,False,2.84,Terpenoids,Diterpenoids,205982,5.8085446,3.734661
CNP0104699.4,509.63,0.97,0.47,False,-1.04,Amino acids and Peptides,,205997,10.908127,5.09756
CNP0362225.4,442.6,5.54,0.27,False,1.29,Terpenoids,Steroids,206010,6.9726086,-0.08488996
CNP0148681.5,906.94,11.0,0.07,False,0.8,Shikimates and Phenylpropanoids,Stilbenoids,206019,7.6834126,8.034287
CNP0046717.1,507.57,2.26,0.54,False,-1.63,Alkaloids,Lysine alkaloids,206031,17.036512,8.344249
CNP0313235.1,459.59,4.53,0.52,False,-0.41,Alkaloids,,206078,10.91549,5.905771
CNP0556267.0,249.3,2.05,0.38,False,-1.5,Alkaloids,Nicotinic acid alkaloids,206132,9.275847,6.4217405
CNP0186540.1,686.61,-8.04,0.09,True,1.87,Terpenoids,Monoterpenoids,206149,6.6535373,15.187599
CNP0564984.2,709.15,13.55,0.04,False,0.35,Fatty acids,Glycerolipids,206172,8.225545,-18.890932
CNP0485264.7,394.31,-1.35,0.47,False,2.14,Alkaloids,Tyrosine alkaloids,206231,8.225709,10.142735
CNP0538779.1,847.32,16.2,0.03,False,0.6,Fatty acids,Glycerolipids,206240,19.468933,-10.4297285
CNP0530892.2,428.37,4.41,0.75,False,-0.25,Alkaloids,,206245,9.647365,6.3604546
CNP0511288.1,389.4,-0.2,0.46,True,0.43,Shikimates and Phenylpropanoids,,206256,5.9565864,14.43154
CNP0261367.3,302.41,3.39,0.31,False,2.56,Fatty acids,Fatty esters,206296,10.267708,2.366431
CNP0308694.4,1225.47,2.16,0.03,True,2.45,Terpenoids,Triterpenoids,206297,9.161314,17.70072
CNP0165034.7,344.41,2.47,0.58,False,3.27,Terpenoids,Diterpenoids,206301,6.050308,4.4685116
CNP0278920.1,406.48,3.22,0.67,False,1.96,Terpenoids,Sesquiterpenoids,206307,3.9844286,3.5687616
CNP0187162.1,924.64,-0.13,0.07,False,1.41,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),206308,5.401476,13.007881
CNP0059293.0,437.49,4.16,0.5,False,-0.45,Shikimates and Phenylpropanoids,,206314,8.107281,8.034609
CNP0380376.0,278.44,5.66,0.27,False,1.6,Fatty acids,Fatty Acids and Conjugates,206346,10.242754,2.3599024
CNP0156551.1,508.52,0.07,0.24,True,2.14,Shikimates and Phenylpropanoids,Lignans,206352,4.567251,14.491328
CNP0482501.0,350.51,4.4,0.57,False,-0.11,Alkaloids,Nicotinic acid alkaloids,206367,9.036228,6.376256
CNP0006039.1,435.57,3.77,0.67,False,-0.49,Alkaloids,,206381,11.062849,6.3512464
CNP0196632.5,478.63,5.1,0.55,False,0.84,Alkaloids,Tyrosine alkaloids,206438,8.18278,10.057312
CNP0276615.7,378.51,4.49,0.58,False,2.61,Terpenoids,Diterpenoids,206467,3.9794538,3.3155138
CNP0106941.9,234.34,3.16,0.69,False,3.27,Terpenoids,Sesquiterpenoids,206471,6.842243,2.6415093
CNP0005516.3,402.44,2.02,0.33,False,3.12,Terpenoids,Sesquiterpenoids,206478,2.7011056,5.0150466
CNP0240683.6,374.47,0.47,0.43,True,2.36,Terpenoids,Apocarotenoids,206524,6.7602873,15.412277
CNP0109434.2,346.38,1.32,0.67,False,3.11,Terpenoids,Diterpenoids,206543,5.9388356,4.098349
CNP0255851.0,408.41,4.39,0.64,False,1.84,Shikimates and Phenylpropanoids,Isoflavonoids,206571,7.832567,11.025729
CNP0173106.0,374.61,6.82,0.33,False,1.32,Terpenoids,Triterpenoids,206597,8.941375,2.3681362
CNP0593969.0,283.24,1.87,0.35,False,-1.36,Unclassified,,206631,9.05253,6.672074
CNP0320961.1,493.7,5.94,0.08,False,1.07,Alkaloids,,206634,10.949145,4.619605
CNP0416219.1,1208.6,5.75,0.04,False,2.11,Terpenoids,,206670,4.9769697,0.66576165
CNP0495898.1,1345.84,20.09,0.1,False,1.26,Unclassified,,206680,5.9939594,10.019648
CNP0328496.11,1075.25,-1.4,0.06,True,2.46,Terpenoids,Triterpenoids,206712,9.689662,17.427698
CNP0161753.1,658.84,8.16,0.08,False,1.29,Alkaloids,,206715,6.5075526,9.163117
CNP0132546.3,406.56,3.78,0.55,,3.15,Terpenoids,Diterpenoids,206733,4.5213957,3.3258178
CNP0227215.1,444.48,3.9,0.56,,1.96,Shikimates and Phenylpropanoids,Lignans,206763,7.2838497,10.842976
CNP0310506.2,474.6,8.27,0.27,False,0.71,Alkaloids,Tryptophan alkaloids,206777,8.495835,9.902276
CNP0611591.1,370.45,1.91,0.45,False,2.15,Unclassified,,206794,11.291555,7.524658
CNP0056728.1,249.27,3.01,0.73,False,-0.05,Shikimates and Phenylpropanoids,,206829,10.075828,7.462116
CNP0523698.2,357.41,3.6,0.62,False,1.63,Alkaloids,Tyrosine alkaloids,206846,7.335531,10.794725
CNP0064849.1,1883.67,-24.69,0.03,True,0.61,Carbohydrates,Saccharides,206865,6.7653728,14.730997
CNP0544940.1,953.49,18.65,0.03,False,0.53,Fatty acids,Glycerolipids,206870,19.465271,-10.433368
CNP0388408.0,274.36,4.91,0.71,False,-0.25,Shikimates and Phenylpropanoids,Flavonoids,206873,10.097376,7.4709005
CNP0587651.2,371.52,4.16,0.64,False,-0.55,Alkaloids,Tyrosine alkaloids,206884,8.918486,9.483576
CNP0078693.1,330.47,4.71,0.62,False,2.18,Polyketides,Meroterpenoids,206899,7.820846,6.4715986
CNP0549860.1,901.41,17.53,0.03,False,0.56,Fatty acids,Glycerolipids,206940,19.453392,-10.445038
CNP0251795.2,552.66,2.77,0.29,False,2.8,Terpenoids,Diterpenoids,206958,3.7667274,3.4655623
CNP0049001.1,435.55,4.64,0.59,False,-1.36,Unclassified,,207019,9.748233,7.117713
CNP0121309.0,811.07,4.81,0.03,False,1.54,Fatty acids,Fatty Acids and Conjugates,207050,10.339159,2.5940995
CNP0104124.1,582.6,0.51,0.2,False,2.93,Terpenoids,Diterpenoids,207056,3.1330762,3.9105656
CNP0324360.1,259.74,3.28,0.82,False,0.48,Alkaloids,Tyrosine alkaloids,207078,8.226635,7.208325
CNP0295607.0,135.13,0.66,0.56,False,-0.8,Alkaloids,Anthranilic acid alkaloids,207107,9.238128,6.827335
CNP0181254.0,135.13,1.12,0.59,False,-1.0,Alkaloids,,207108,9.498361,6.232686
CNP0250425.1,414.41,0.82,0.36,True,1.18,Alkaloids,Anthranilic acid alkaloids,207178,11.155927,5.5407395
CNP0241377.0,323.35,1.29,0.41,False,0.87,Alkaloids,,207209,8.466753,5.61048
CNP0216826.2,610.65,1.29,0.19,False,2.63,Terpenoids,Diterpenoids,207211,3.3041058,3.9748976
CNP0430573.0,339.52,4.92,0.25,False,0.15,Fatty acids,Fatty amides,207219,9.850287,3.517389
CNP0215475.1,238.24,0.3,0.51,False,1.24,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),207268,8.640356,7.686194
CNP0157329.3,956.68,0.02,0.05,False,1.3,Shikimates and Phenylpropanoids,Phenolic acids (C6-C1),207290,5.4140234,13.465094
CNP0384264.0,190.15,1.52,0.59,False,1.22,Shikimates and Phenylpropanoids,Coumarins,207332,8.391964,8.109941
CNP0314535.0,186.29,2.99,0.49,False,1.05,Terpenoids,Monoterpenoids,207333,9.054179,2.4079347
CNP0380792.2,530.66,2.97,0.3,False,2.69,Terpenoids,Triterpenoids,207339,5.7766037,2.8857324
CNP0287213.1,166.17,-2.56,0.32,True,1.81,Fatty acids,Fatty acyls,207354,9.289714,2.501442
CNP0251131.1,636.82,2.09,0.25,True,3.28,Terpenoids,Triterpenoids,207364,11.848848,-0.5891604
CNP0532223.1,905.53,19.02,0.03,False,0.27,Fatty acids,Glycerolipids,207409,-9.915554,-9.960334
CNP0126337.1,314.43,4.29,0.49,False,3.0,Terpenoids,Diterpenoids,207460,6.037926,4.6375556
CNP0563704.0,112.08,-3.71,0.36,False,0.44,Amino acids and Peptides,Small peptides,207475,9.565488,3.450493
CNP0220155.1,572.65,2.38,0.27,False,2.67,Terpenoids,Diterpenoids,207476,2.6465871,6.817737
CNP0117652.4,460.74,6.74,0.48,False,3.0,Terpenoids,Triterpenoids,207498,6.5577774,1.8920323
CNP0079668.1,608.55,-1.26,0.11,True,1.49,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),207501,3.4132867,14.467768
CNP0083637.4,336.47,5.68,0.13,False,2.07,Fatty acids,Eicosanoids,207587,10.312987,2.3497972
CNP0211633.3,516.45,-3.17,0.13,True,2.23,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),207597,3.6064103,14.382393
CNP0236346.0,582.91,12.45,0.16,False,1.07,Terpenoids,Meroterpenoids,207612,7.503914,6.0438366
CNP0363623.1,656.73,2.7,0.15,False,0.97,Amino acids and Peptides,Macrolides,207617,11.598826,6.8482485
CNP0552201.2,320.39,2.14,0.64,False,1.94,Polyketides,Chromanes,207620,6.877342,4.715212
CNP0169946.1,390.43,2.21,0.31,False,3.22,Terpenoids,Sesquiterpenoids,207638,2.854316,4.567127
CNP0075926.1,404.42,1.8,0.42,False,0.96,Terpenoids,,207643,2.9646082,6.6143365
CNP0125310.0,298.29,2.49,0.79,False,1.11,Polyketides,Polycyclic aromatic polyketides,207656,8.004636,9.588284
CNP0360868.1,357.45,-0.61,0.3,False,2.22,Alkaloids,Ornithine alkaloids,207665,8.193048,4.6297784
CNP0184598.4,182.22,1.11,0.74,False,0.58,Shikimates and Phenylpropanoids,,207670,9.924445,9.294877
CNP0310007.2,362.38,-2.25,0.35,True,2.74,Terpenoids,Monoterpenoids,207683,6.623191,15.495725
CNP0242875.5,682.67,-1.86,0.14,True,1.11,Shikimates and Phenylpropanoids,Lignans,207689,4.5568295,14.5923605
CNP0515211.1,891.5,18.77,0.03,False,0.21,Fatty acids,Glycerolipids,207710,-10.307039,5.0565214
CNP0577485.1,1017.74,21.99,0.03,False,0.24,Fatty acids,Glycerolipids,207748,0.937763,-18.286655
CNP0494977.2,751.23,14.58,0.04,False,0.33,Fatty acids,Glycerolipids,207749,5.007085,-15.679542
CNP0517863.2,849.42,17.31,0.03,False,0.29,Fatty acids,Glycerolipids,207783,8.272974,-18.922626
CNP0086550.0,441.61,5.6,0.23,False,1.39,Unclassified,,207850,8.502698,4.678894
CNP0334653.2,330.38,2.15,0.45,False,3.43,Terpenoids,Diterpenoids,207910,5.52529,3.5561912
CNP0140421.1,558.63,3.69,0.34,False,3.02,Terpenoids,Triterpenoids,207923,2.7363832,6.6459885
CNP0346649.0,338.36,2.5,0.59,False,1.2,Polyketides,Polycyclic aromatic polyketides,207939,7.809563,6.923704
CNP0227830.4,364.39,1.75,0.46,False,2.93,Terpenoids,Sesquiterpenoids,207944,2.8004353,4.8802032
CNP0392991.0,506.51,3.34,0.21,False,-0.21,Shikimates and Phenylpropanoids,Coumarins,208024,9.887475,11.844939
CNP0137017.1,290.49,5.19,0.66,False,3.03,Terpenoids,Diterpenoids,208109,6.5175614,2.3517792
CNP0331156.3,458.73,7.33,0.34,False,2.66,Terpenoids,Triterpenoids,208140,6.1982284,2.983507
CNP0496422.1,871.8,-0.86,0.07,True,1.3,Shikimates and Phenylpropanoids,,208179,3.3708742,14.439029
CNP0078202.1,362.47,3.89,0.56,False,1.85,Terpenoids,Diterpenoids,208192,8.887285,4.6027718
CNP0256563.3,856.97,-1.7,0.1,False,0.89,Amino acids and Peptides,Oligopeptides,208235,9.57312,4.7614446
CNP0408542.1,510.58,4.65,0.43,False,2.68,Terpenoids,Triterpenoids,208245,2.6123114,3.4439685
CNP0294339.1,426.69,6.98,0.48,False,2.87,Terpenoids,Steroids,208255,6.294661,0.34042743
CNP0278665.0,452.47,5.1,0.18,False,0.46,Alkaloids,Anthranilic acid alkaloids,208259,8.268606,10.48744
CNP0334715.0,405.37,5.74,0.22,False,1.23,Fatty acids,Fatty esters,208287,10.813168,2.3699012
CNP0315098.0,113.12,-0.35,0.5,False,1.33,Alkaloids,,208334,8.119521,5.4298553
CNP0033230.0,248.28,2.2,0.35,False,-0.27,Shikimates and Phenylpropanoids,Phenylpropanoids (C6-C3),208420,10.070242,7.302677
CNP0125926.1,475.63,5.12,0.47,False,-1.12,Alkaloids,,208428,9.39292,9.815483
CNP0178562.1,296.32,0.41,0.51,False,2.84,Terpenoids,Sesquiterpenoids,208439,5.987627,4.513166
CNP0420404.1,194.19,-0.62,0.52,False,3.13,Fatty acids,Fatty Acids and Conjugates,208505,10.06041,3.0784874
CNP0174200.1,770.73,-2.25,0.06,True,2.0,Shikimates and Phenylpropanoids,Phenylethanoids (C6-C2),208508,3.1990986,14.373378
CNP0321615.2,436.46,3.92,0.56,False,2.63,Shikimates and Phenylpropanoids,Isoflavonoids,208517,7.446926,7.536325
CNP0302263.9,622.58,-0.79,0.16,True,1.7,Shikimates and Phenylpropanoids,Flavonoids,208560,4.274806,16.039223
CNP0293349.3,324.29,-1.03,0.53,True,1.76,Shikimates and Phenylpropanoids,Coumarins,208565,4.9533396,15.426915
CNP0289618.1,390.43,0.93,0.68,False,2.84,Terpenoids,Sesquiterpenoids,208570,7.9845543,5.0256047
CNP0115886.1,302.41,4.15,0.57,False,2.67,Terpenoids,Sesquiterpenoids,208578,3.9165664,3.6157634
CNP0174625.7,680.83,1.5,0.16,True,2.9,Terpenoids,Triterpenoids,208648,8.800202,17.57463
CNP0191376.1,546.61,0.89,0.22,False,3.24,Terpenoids,Steroids,208757,5.629287,1.091497
CNP0348751.2,296.36,1.69,0.36,False,1.96,Unclassified,,208820,9.835545,2.8866549
CNP0137252.1,360.49,3.98,0.57,False,2.27,Terpenoids,Diterpenoids,208826,3.514096,3.2998624
CNP0290603.1,411.93,4.21,0.82,False,-0.87,Alkaloids,Lysine alkaloids,208856,17.1144,8.313637
CNP0172261.1,386.56,4.38,0.77,False,-1.42,Alkaloids,Nicotinic acid alkaloids,208908,10.397415,5.8022995
CNP0440809.3,464.6,4.29,0.44,False,2.35,Polyketides,Cyclic polyketides,208932,8.76735,4.2717414
CNP0159544.5,1071.4,7.23,0.13,False,2.05,Polyketides,Polyethers,208942,5.585742,4.941564
CNP0387924.3,515.69,5.16,0.44,False,0.77,Terpenoids,Sesquiterpenoids,208965,10.959914,6.6645336
CNP0125469.1,552.53,-1.07,0.18,True,2.34,Terpenoids,Monoterpenoids,208976,3.6722157,14.352012
CNP0451955.1,443.65,1.58,0.55,False,-0.18,Alkaloids,,208981,4.7767706,1.7851828
CNP0498223.0,464.74,9.28,0.25,False,-0.24,Unclassified,,208986,10.483764,7.2044797
CNP0401657.7,523.22,5.4,0.32,False,-0.36,Unclassified,,208988,10.623393,7.8453135
CNP0289929.1,644.54,-4.15,0.07,True,1.72,Shikimates and Phenylpropanoids,Flavonoids,209000,5.029809,15.880656
CNP0471315.2,403.48,5.44,0.59,False,-0.4,Shikimates and Phenylpropanoids,Coumarins,209031,10.007971,10.433258
CNP0208413.1,774.72,-2.64,0.07,True,1.78,Shikimates and Phenylpropanoids,Phenylethanoids (C6-C2),209048,4.9982276,14.525274
CNP0233301.1,620.82,3.12,0.3,True,3.22,Terpenoids,Triterpenoids,209054,11.849416,-0.589589
CNP0201183.1,320.47,4.2,0.61,False,2.89,Terpenoids,Diterpenoids,209055,7.164745,3.0573754
CNP0274322.2,484.5,-0.43,0.3,True,1.77,Terpenoids,Monoterpenoids,209126,5.771254,14.69483
CNP0405017.1,525.86,8.06,0.19,False,2.67,Terpenoids,,209182,6.5118184,1.6633625
CNP0374827.0,583.65,3.38,0.23,False,-1.04,Alkaloids,Tyrosine alkaloids,209257,9.368961,9.680828
CNP0363321.0,355.31,-0.24,0.49,False,-1.02,Alkaloids,Pseudoalkaloids,209275,9.413158,6.9151354
CNP0374281.1,415.49,3.03,0.72,False,-0.36,Alkaloids,Tryptophan alkaloids,209291,12.08308,8.410023
CNP0324007.1,502.61,4.59,0.4,False,-0.3,Amino acids and Peptides,Small peptides,209301,12.049693,6.7253547
CNP0339451.1,265.31,0.74,0.56,False,0.12,Alkaloids,,209316,10.563551,6.868549
CNP0369613.2,526.49,2.13,0.42,True,1.46,Shikimates and Phenylpropanoids,Lignans,209335,7.6980824,10.804859
CNP0601694.1,261.17,-3.5,0.23,True,1.91,Carbohydrates,Aminosugars and aminoglycosides,209379,9.4601145,3.0120623
CNP0536317.1,162.15,-2.31,0.18,False,0.67,Amino acids and Peptides,Small peptides,209394,10.344557,3.4324405
CNP0426429.1,678.95,8.95,0.2,False,2.06,Terpenoids,Diterpenoids,209402,5.5716767,3.5425997
CNP0423551.1,827.88,2.86,0.2,True,1.52,Polyketides,Polycyclic aromatic polyketides,209421,5.21403,6.895938
CNP0324520.1,642.84,7.04,0.24,False,1.88,Alkaloids,Tryptophan alkaloids,209427,11.741451,8.97748
CNP0011597.2,362.46,0.62,0.78,False,-1.87,Alkaloids,,209447,10.396175,5.174916
CNP0248326.1,684.95,7.34,0.06,False,2.46,Terpenoids,Diterpenoids,209475,4.274139,4.127449
CNP0340036.1,542.63,3.92,0.21,True,1.47,Unclassified,,209482,7.5668907,9.078072
CNP0293144.4,969.23,2.09,0.22,False,1.15,Amino acids and Peptides,Oligopeptides,209494,12.783255,6.4377365
CNP0029694.1,753.75,2.64,0.07,True,2.07,Shikimates and Phenylpropanoids,,209535,6.227026,10.053509
CNP0498206.1,584.76,6.54,0.16,False,1.11,Unclassified,,209542,6.606284,9.2765255
CNP0102442.2,412.61,6.64,0.51,False,3.0,Terpenoids,Meroterpenoids,209572,6.684091,6.2699566
CNP0058434.1,887.02,5.34,0.11,False,1.21,Polyketides,,209614,6.126668,9.684547
CNP0109359.1,464.87,4.17,0.47,False,-1.64,Alkaloids,Histidine alkaloids,209618,8.860131,8.168356
CNP0055399.0,252.27,3.09,0.71,False,0.35,Shikimates and Phenylpropanoids,Coumarins,209683,9.9901,11.046213
CNP0027807.1,318.29,1.9,0.89,False,-0.97,Alkaloids,,209689,8.63299,8.259768
CNP0081660.0,698.86,7.26,0.15,False,0.61,Alkaloids,Tyrosine alkaloids,209695,8.085844,10.052685
CNP0003940.1,384.52,4.91,0.59,False,-0.83,Unclassified,,209709,10.809579,6.36542
CNP0127771.1,421.5,3.38,0.66,False,-1.0,Alkaloids,,209728,10.678646,9.469549
CNP0109201.11,298.33,0.87,0.44,False,2.74,Unclassified,,209752,7.640739,5.1129804
CNP0236656.0,526.67,4.64,0.37,False,2.5,Terpenoids,Triterpenoids,209841,5.273968,2.469873
CNP0101214.1,1265.51,9.25,0.03,False,1.44,Unclassified,,209863,6.097108,9.628379
CNP0498482.1,1158.49,11.25,0.01,False,1.35,Polyketides,,209879,6.4167385,9.756142
CNP0423267.1,987.2,6.68,0.04,False,1.68,Polyketides,,209933,6.1085386,9.6508255
CNP0114958.1,897.03,4.55,0.05,False,1.25,Alkaloids,,209955,6.340403,8.288009
CNP0130983.1,344.41,1.53,0.44,,3.18,Terpenoids,Diterpenoids,210000,5.8226695,3.706051
CNP0111176.6,610.52,2.41,0.15,,1.88,Shikimates and Phenylpropanoids,Flavonoids,210013,5.5095882,11.853211
CNP0185113.1,442.73,7.98,0.41,,2.7,Terpenoids,Triterpenoids,210039,5.8952312,3.1124728
CNP0165355.6,809.05,5.02,0.14,True,2.45,Polyketides,Macrolides,210059,5.2722063,5.871419
CNP0327931.1,406.43,3.4,0.22,False,1.48,Unclassified,,210061,8.27013,8.919327
CNP0048777.3,332.48,3.92,0.79,False,2.35,Terpenoids,Steroids,210111,7.265182,0.41319513
CNP0154396.2,402.35,-2.28,0.25,True,2.55,Terpenoids,Monoterpenoids,210124,6.228677,14.914423
CNP0329609.1,290.31,2.54,0.88,False,2.31,Polyketides,Chromanes,210151,8.39451,10.978699
CNP0595349.0,303.36,1.65,0.81,False,-1.64,Alkaloids,Tyrosine alkaloids,210177,9.311641,9.6404085
CNP0025170.0,279.3,3.04,0.64,False,-1.01,Shikimates and Phenylpropanoids,Diazotetronic acids and derivatives,210192,9.744811,9.451369
CNP0022374.0,390.52,3.46,0.73,False,2.18,Terpenoids,Steroids,210196,3.7574182,2.397382
CNP0292451.1,901.05,-0.47,0.14,True,2.38,Terpenoids,Steroids,210201,14.164446,-1.4822133
CNP0096354.6,334.46,1.76,0.72,False,3.17,Terpenoids,Diterpenoids,210244,6.205522,3.6819172
CNP0554254.1,1049.74,22.33,0.03,False,0.4,Fatty acids,Glycerolipids,210252,9.570004,27.823555
CNP0555074.4,432.63,6.14,0.43,False,0.93,Terpenoids,,210285,10.390826,6.6933327
CNP0011723.1,542.72,3.94,0.46,False,0.44,Terpenoids,Diterpenoids,210304,10.602922,9.115577
CNP0527366.1,939.54,19.43,0.03,False,0.52,Fatty acids,Glycerolipids,210359,24.891207,19.098454
CNP0145768.1,258.33,2.33,0.85,False,-1.87,Alkaloids,Nicotinic acid alkaloids,210364,10.357159,5.4284286
CNP0519646.4,305.29,-0.95,0.31,False,0.21,Amino acids and Peptides,Small peptides,210388,10.57565,3.5641499
CNP0043039.1,208.26,3.36,0.84,False,-1.19,Shikimates and Phenylpropanoids,,210406,9.9904,6.917697
CNP0054563.0,392.43,4.9,0.36,False,-0.76,Shikimates and Phenylpropanoids,Flavonoids,210408,3.3671017,11.318026
CNP0052486.1,382.54,5.6,0.27,False,2.61,Terpenoids,Diterpenoids,210422,4.6529894,2.8739047
CNP0488377.4,481.59,2.89,0.58,False,-0.69,Unclassified,,210439,17.412395,12.033774
CNP0401998.2,386.54,1.53,0.8,False,-1.29,Alkaloids,Ornithine alkaloids,210454,10.589914,5.228569
CNP0503091.1,287.32,2.05,0.64,False,1.07,Alkaloids,Tyrosine alkaloids,210470,7.8272967,10.033787
CNP0305201.4,515.68,3.86,0.46,False,-0.61,Unclassified,,210477,10.575631,9.277301
CNP0029676.1,405.45,2.1,0.62,False,-0.75,Unclassified,,210483,10.682906,8.996018
CNP0546558.1,224.3,0.18,0.69,False,0.21,Alkaloids,Pseudoalkaloids,210522,8.441113,4.369589
CNP0390562.0,558.62,2.76,0.48,False,2.81,Terpenoids,Triterpenoids,210566,6.0584006,3.746357
CNP0271763.0,478.8,9.88,0.08,False,0.44,Fatty acids,Fatty acyls,210592,9.806333,3.4389942
CNP0050906.0,562.69,2.8,0.4,False,0.08,Terpenoids,,210625,10.764915,9.52525
CNP0544826.1,377.38,1.03,0.58,False,-0.38,Alkaloids,Nicotinic acid alkaloids,210641,9.779138,7.1841326
CNP0530963.1,370.45,4.74,0.52,False,-0.73,Alkaloids,Tryptophan alkaloids,210658,11.425517,9.46369
CNP0199256.0,238.37,2.75,0.69,False,2.9,Terpenoids,Sesquiterpenoids,210683,6.779208,2.6910198
CNP0530106.0,216.19,2.46,0.8,False,-0.2,Shikimates and Phenylpropanoids,,210693,8.880751,7.0662823
